x,y,z,u,v,w,p,speed
0.846154,0.615385,0.769231,-0.504871,1.6196,-0.0617246,0.394097,1.69759
0.923077,0.615385,0.769231,-0.168342,4.70283,-0.056674,0.37168,4.70618
1,0.615385,0.769231,-5.34795e-35,9,-2.61247e-35,0.273185,9
0,0.692308,0.769231,-1.77354e-35,-9.82616e-35,2.00502e-36,0.118606,9.98694e-35
0.0769231,0.692308,0.769231,-0.0406339,-0.222559,0.00276587,0.0952397,0.226255
0.153846,0.692308,0.769231,-0.140167,-0.399083,-0.0025672,0.0881921,0.42299
0.230769,0.692308,0.769231,-0.282241,-0.560432,-0.00950328,0.0945564,0.627562
0.307692,0.692308,0.769231,-0.463153,-0.72567,-0.0161939,0.114722,0.861029
0.384615,0.692308,0.769231,-0.680993,-0.902619,-0.0225522,0.151079,1.13092
0.461538,0.692308,0.769231,-0.928459,-1.0844,-0.0291331,0.206992,1.42787
0.538462,0.692308,0.769231,-1.18483,-1.24144,-0.036903,0.285958,1.71649
0.615385,0.692308,0.769231,-1.40487,-1.30482,-0.0473564,0.389214,1.91793
0.692308,0.692308,0.769231,-1.50975,-1.13344,-0.0620749,0.510792,1.88888
0.769231,0.692308,0.769231,-1.38545,-0.456395,-0.0811715,0.639578,1.46094
0.846154,0.692308,0.769231,-0.957389,1.17513,-0.0998803,0.731043,1.51905
0.923077,0.692308,0.769231,-0.340625,4.28256,-0.0930712,0.698055,4.29709
1,0.692308,0.769231,-1.31379e-34,9,-4.7064e-35,0.496318,9
0,0.769231,0.769231,-1.72126e-35,-5.88895e-35,4.89866e-37,0.137554,6.13554e-35
0.0769231,0.769231,0.769231,-0.0445063,-0.144859,0.000311575,0.112172,0.151542
0.153846,0.769231,0.769231,-0.15543,-0.269564,-0.00720789,0.105231,0.311248
0.230769,0.769231,0.769231,-0.31743,-0.386125,-0.0163965,0.113514,0.500123
0.307692,0.769231,0.769231,-0.529245,-0.507377,-0.0253936,0.138947,0.733605
0.384615,0.769231,0.769231,-0.792218,-0.642069,-0.0340151,0.185777,1.0203
0.461538,0.769231,0.769231,-1.10439,-0.791376,-0.0427549,0.260055,1.35933
0.538462,0.769231,0.769231,-1.45291,-0.944189,-0.0525496,0.368809,1.73355
0.615385,0.769231,0.769231,-1.79854,-1.06469,-0.0649664,0.521013,2.09106
0.692308,0.769231,0.769231,-2.05729,-1.06105,-0.0822059,0.720142,2.31626
0.769231,0.769231,0.769231,-2.05603,-0.711398,-0.105567,0.960793,2.17819
0.846154,0.769231,0.769231,-1.60557,0.491989,-0.130416,1.12817,1.68431
0.923077,0.769231,0.769231,-0.628703,3.49058,-0.121581,1.17274,3.54883
1,0.769231,0.769231,-2.60501e-34,9,-6.442e-35,0.874395,9
0,0.846154,0.769231,-1.13333e-35,-2.4599e-35,-1.53176e-36,0.134695,2.71275e-35
0.0769231,0.846154,0.769231,-0.036799,-0.0697063,-0.00359205,0.113981,0.0789053
0.153846,0.846154,0.769231,-0.133215,-0.139677,-0.0125668,0.108152,0.193427
0.230769,0.846154,0.769231,-0.280346,-0.205537,-0.023069,0.116113,0.348385
0.307692,0.846154,0.769231,-0.479239,-0.274433,-0.0335412,0.14266,0.55327
0.384615,0.846154,0.769231,-0.734149,-0.353646,-0.0436511,0.194107,0.816055
0.461538,0.846154,0.769231,-1.05053,-0.447983,-0.0536352,0.27917,1.14332
0.538462,0.846154,0.769231,-1.43071,-0.558697,-0.0640392,0.409869,1.53727
0.615385,0.846154,0.769231,-1.86066,-0.680178,-0.0762095,0.607137,1.98255
0.692308,0.846154,0.769231,-2.30065,-0.788574,-0.0924429,0.877386,2.4338
0.769231,0.846154,0.769231,-2.59085,-0.778638,-0.11346,1.26569,2.70771
0.846154,0.846154,0.769231,-2.43817,-0.229295,-0.136616,1.70851,2.45274
0.923077,0.846154,0.769231,-1.11471,2.3024,-0.128615,2.25033,2.56128
1,0.846154,0.769231,-4.2291e-34,9,-7.19456e-35,1.57831,9
0,0.923077,0.769231,-9.13462e-37,-4.02867e-36,-1.89307e-36,0.115756,4.54404e-36
0.0769231,0.923077,0.769231,-0.017433,-0.0169669,-0.00566617,0.105441,0.0249778
0.153846,0.923077,0.769231,-0.0737036,-0.0397789,-0.0136038,0.0977427,0.0848507
0.230769,0.923077,0.769231,-0.16713,-0.0604461,-0.0227235,0.100469,0.179171
0.307692,0.923077,0.769231,-0.297744,-0.0818479,-0.0318961,0.122008,0.310432
0.384615,0.923077,0.769231,-0.469447,-0.107085,-0.0407594,0.169603,0.483227
0.461538,0.923077,0.769231,-0.690474,-0.138864,-0.04927,0.253405,0.70602
0.538462,0.923077,0.769231,-0.97198,-0.179726,-0.0574931,0.389644,0.990127
0.615385,0.923077,0.769231,-1.32706,-0.233968,-0.0659406,0.604465,1.34914
0.692308,0.923077,0.769231,-1.77797,-0.304966,-0.0752168,0.93441,1.80551
0.769231,0.923077,0.769231,-2.26665,-0.375603,-0.0865715,1.53952,2.29919
0.846154,0.923077,0.769231,-2.79097,-0.459466,-0.100072,2.38542,2.8303
0.923077,0.923077,0.769231,-2.17648,0.23497,-0.096846,3.72558,2.19127
1,0.923077,0.769231,-2.81184e-33,9,-6.17443e-35,2.78597,9
0,1,0.769231,2.84609e-37,-2.69183e-37,1.27497e-36,0.105393,1.33379e-36
0.0769231,1,0.769231,-4.61588e-36,-2.05273e-36,-2.5833e-36,0.0954304,5.67393e-36
0.153846,1,0.769231,-2.89495e-35,-1.39311e-35,-6.88078e-36,0.0741177,3.28557e-35
0.230769,1,0.769231,-7.43198e-35,-2.36761e-35,-1.18974e-35,0.064534,7.8902e-35
0.307692,1,0.769231,-1.41476e-34,-3.2714e-35,-1.71515e-35,0.0736,1.46218e-34
0.384615,1,0.769231,-2.31755e-34,-4.32856e-35,-2.22839e-35,0.106606,2.36813e-34
0.461538,1,0.769231,-3.49369e-34,-5.68902e-35,-2.71748e-35,0.172764,3.55012e-34
0.538462,1,0.769231,-5.01281e-34,-7.48196e-35,-3.17949e-35,0.287209,5.0783e-34
0.615385,1,0.769231,-6.98289e-34,-1.04109e-34,-3.62223e-35,0.472791,7.06936e-34
0.692308,1,0.769231,-9.53553e-34,-1.51177e-34,-4.07114e-35,0.790028,9.6632e-34
0.769231,1,0.769231,-1.28448e-33,-1.80742e-34,-4.57617e-35,1.34544,1.29794e-33
0.846154,1,0.769231,-1.76361e-33,-8.04498e-34,-5.19808e-35,2.17087,1.93913e-33
0.923077,1,0.769231,-1.74446e-33,-3.27297e-33,-5.23324e-35,6.05463,3.7092e-33
1,1,0.769231,3.00368e-33,9,6.73086e-36,14.387,9
0,0,0.846154,1.03156e-36,-8.97655e-37,-1.29901e-37,-0.107222,1.3736e-36
0.0769231,0,0.846154,1.29493e-35,-6.03078e-36,2.914e-36,-0.0975684,1.45789e-35
0.153846,0,0.846154,3.9817e-35,-1.44988e-35,6.53551e-36,-0.0831134,4.28757e-35
0.230769,0,0.846154,8.31194e-35,-1.98422e-35,1.04148e-35,-0.0808448,8.60872e-35
0.307692,0,0.846154,1.43374e-34,-2.6264e-35,1.42129e-35,-0.0962574,1.46451e-34
0.384615,0,0.846154,2.23668e-34,-3.52881e-35,1.7948e-35,-0.13532,2.27145e-34
0.461538,0,0.846154,3.29971e-34,-4.83619e-35,2.17053e-35,-0.207263,3.34202e-34
0.538462,0,0.846154,4.71713e-34,-6.85847e-35,2.54047e-35,-0.325761,4.77349e-34
0.615385,0,0.846154,6.61569e-34,-1.03689e-34,2.9029e-35,-0.513243,6.70274e-34
0.692308,0,0.846154,9.21884e-34,-1.52658e-34,3.66301e-35,-0.838834,9.35156e-34
0.769231,0,0.846154,1.35434e-33,-1.83357e-34,4.35621e-35,-1.40489,1.36739e-33
0.846154,0,0.846154,1.23737e-33,-9.40366e-34,4.58891e-35,-1.82493,1.55482e-33
0.923077,0,0.846154,4.38149e-34,1.0677e-34,1.32633e-34,-8.22308,4.7007e-34
1,0,0.846154,-4.51047e-33,9,3.10292e-35,-15.9367,9
0,0.0769231,0.846154,6.72266e-36,-1.12577e-35,1.23288e-36,-0.116741,1.317e-35
0.0769231,0.0769231,0.846154,0.0149745,-0.0137447,0.00394173,-0.106941,0.0207049
0.153846,0.0769231,0.846154,0.0611584,-0.0310951,0.0111076,-0.101569,0.0695028
0.230769,0.0769231,0.846154,0.138972,-0.0466658,0.019086,-0.108688,0.147835
0.307692,0.0769231,0.846154,0.248116,-0.0633833,0.0269764,-0.133935,0.2575
0.384615,0.0769231,0.846154,0.39303,-0.0841172,0.0347541,-0.185063,0.40343
0.461538,0.0769231,0.846154,0.581891,-0.111696,0.0425824,-0.27232,0.594042
0.538462,0.0769231,0.846154,0.827056,-0.149595,0.0506253,-0.411262,0.841999
0.615385,0.0769231,0.846154,1.14477,-0.203272,0.0590241,-0.629733,1.16417
0.692308,0.0769231,0.846154,1.54999,-0.280202,0.068902,-0.975536,1.57662
0.769231,0.0769231,0.846154,2.08082,-0.378514,0.0840719,-1.49237,2.11664
0.846154,0.0769231,0.846154,2.58826,-0.417225,0.0995005,-2.66363,2.62356
0.923077,0.0769231,0.846154,2.07988,0.266928,0.111906,-4.34553,2.09992
1,0.0769231,0.846154,2.03605e-33,9,3.52149e-35,-3.69556,9
0,0.153846,0.846154,1.35363e-35,-3.32389e-35,-4.49783e-37,-0.129946,3.58923e-35
0.0769231,0.153846,0.846154,0.0299468,-0.0550333,0.00109724,-0.113162,0.0626632
0.153846,0.153846,0.846154,0.10741,-0.108434,0.00881797,-0.109257,0.152881
0.230769,0.153846,0.846154,0.227111,-0.158612,0.017401,-0.119573,0.277561
0.307692,0.153846,0.846154,0.390062,-0.212481,0.0256328,-0.148267,0.44492
0.384615,0.153846,0.846154,0.601009,-0.276961,0.0335437,-0.202008,0.662604
0.461538,0.153846,0.846154,0.866295,-0.357598,0.0414684,-0.289692,0.938117
0.538462,0.153846,0.846154,1.19088,-0.458297,0.0499468,-0.424418,1.277
0.615385,0.153846,0.846154,1.57061,-0.579005,0.0600519,-0.625104,1.67502
0.692308,0.153846,0.846154,1.97636,-0.702929,0.074269,-0.915541,2.09896
0.769231,0.153846,0.846154,2.29566,-0.74261,0.0954006,-1.34695,2.41467
0.846154,0.153846,0.846154,2.1753,-0.335064,0.125034,-1.89552,2.2045
0.923077,0.153846,0.846154,1.11463,2.04938,0.147224,-2.14719,2.33753
1,0.153846,0.846154,9.72174e-34,9,8.82953e-35,-1.47789,9
0,0.230769,0.846154,1.352e-35,-6.26158e-35,-1.98078e-36,-0.127815,6.40894e-35
0.0769231,0.230769,0.846154,0.0353293,-0.11498,-0.00249139,-0.108085,0.120311
0.153846,0.230769,0.846154,0.123454,-0.210199,0.00397081,-0.104377,0.243804
0.230769,0.230769,0.846154,0.253311,-0.299027,0.01128,-0.114643,0.39206
0.307692,0.230769,0.846154,0.424588,-0.39379,0.0179974,-0.141707,0.57937
0.384615,0.230769,0.846154,0.639299,-0.503221,0.0242718,-0.190294,0.813956
0.461538,0.230769,0.846154,0.897475,-0.630746,0.0306002,-0.266763,1.09738
0.538462,0.230769,0.846154,1.19094,-0.771179,0.0377755,-0.379218,1.41933
0.615385,0.230769,0.846154,1.49187,-0.901043,0.0471985,-0.53644,1.7435
0.692308,0.230769,0.846154,1.73117,-0.949969,0.0611745,-0.745859,1.97563
0.769231,0.230769,0.846154,1.76504,-0.720548,0.0825641,-0.995747,1.90824
0.846154,0.230769,0.846154,1.38178,0.325896,0.112446,-1.21364,1.42414
0.923077,0.230769,0.846154,0.576985,3.28398,0.127898,-1.23052,3.33674
1,0.230769,0.846154,3.62155e-34,9,8.37295e-35,-0.966614,9
0,0.307692,0.846154,1.03486e-35,-9.12669e-35,-2.42938e-36,-0.107391,9.18838e-35
0.0769231,0.307692,0.846154,0.0318531,-0.177046,-0.00420689,-0.0898053,0.179938
0.153846,0.307692,0.846154,0.11043,-0.312179,0.000484856,-0.0865007,0.331135
0.230769,0.307692,0.846154,0.22327,-0.43531,0.0059799,-0.0947266,0.489264
0.307692,0.307692,0.846154,0.368316,-0.564441,0.0108545,-0.11638,0.674068
0.384615,0.307692,0.846154,0.544546,-0.708024,0.0152906,-0.154287,0.893344
0.461538,0.307692,0.846154,0.74707,-0.863408,0.0198094,-0.212161,1.14192
0.538462,0.307692,0.846154,0.960436,-1.01066,0.0251889,-0.293808,1.39445
0.615385,0.307692,0.846154,1.14906,-1.09777,0.0326539,-0.401388,1.5895
0.692308,0.307692,0.846154,1.24639,-1.00806,0.0440531,-0.53065,1.60362
0.769231,0.307692,0.846154,1.15625,-0.492435,0.0615458,-0.661721,1.25825
0.846154,0.307692,0.846154,0.807583,0.931722,0.0842592,-0.749198,1.23588
0.923077,0.307692,0.846154,0.298751,3.97791,0.0918714,-0.727737,3.99017
1,0.307692,0.846154,1.94144e-34,9,6.44628e-35,-0.553367,9
0,0.384615,0.846154,5.33574e-36,-1.12479e-34,-1.78777e-36,-0.0709262,1.1262e-34
0.0769231,0.384615,0.846154,0.0217516,-0.227031,-0.00363855,-0.0591143,0.2281
0.153846,0.384615,0.846154,0.0752653,-0.393074,-0.000826196,-0.0569947,0.400216
0.230769,0.384615,0.846154,0.150973,-0.541098,0.00258225,-0.062344,0.561771
0.307692,0.384615,0.846154,0.246566,-0.693568,0.00553911,-0.0763196,0.736113
0.384615,0.384615,0.846154,0.359899,-0.85771,0.0081769,-0.100301,0.930194
0.461538,0.384615,0.846154,0.485433,-1.02425,0.010879,-0.136038,1.13351
0.538462,0.384615,0.846154,0.6095,-1.15982,0.0141964,-0.184796,1.3103
0.615385,0.384615,0.846154,0.705248,-1.19129,0.0189548,-0.245862,1.38453
0.692308,0.384615,0.846154,0.730587,-0.978219,0.0263382,-0.313853,1.22121
0.769231,0.384615,0.846154,0.639146,-0.2715,0.0374711,-0.375406,0.695431
0.846154,0.384615,0.846154,0.417863,1.33098,0.0509064,-0.408112,1.39597
0.923077,0.384615,0.846154,0.14484,4.35432,0.0536706,-0.385704,4.35706
1,0.384615,0.846154,8.99737e-35,9,4.09357e-35,-0.302501,9
0,0.461538,0.846154,-4.65898e-37,-1.21872e-34,-4.52341e-37,-0.0237447,1.21873e-34
0.0769231,0.461538,0.846154,0.00766639,-0.254652,-0.00141123,-0.0199314,0.254771
0.153846,0.461538,0.846154,0.0266687,-0.437456,-0.000470912,-0.0196763,0.438269
0.230769,0.461538,0.846154,0.0532087,-0.598437,0.00068021,-0.0218023,0.600798
0.307692,0.461538,0.846154,0.0864518,-0.762417,0.00166612,-0.0269445,0.767305
0.384615,0.461538,0.846154,0.125318,-0.935637,0.00253073,-0.0354802,0.943996
0.461538,0.461538,0.846154,0.167461,-1.10472,0.0034104,-0.0479057,1.11734
0.538462,0.461538,0.846154,0.207543,-1.22878,0.00450595,-0.064392,1.24619
0.615385,0.461538,0.846154,0.235857,-1.22446,0.0061241,-0.084255,1.24698
0.692308,0.461538,0.846154,0.238637,-0.94385,0.00869021,-0.105123,0.97359
0.769231,0.461538,0.846154,0.202958,-0.147099,0.0125265,-0.122461,0.250972
0.846154,0.461538,0.846154,0.129078,1.52402,0.0169787,-0.129508,1.52957
0.923077,0.461538,0.846154,0.0440293,4.52127,0.0175342,-0.120548,4.52152
1,0.461538,0.846154,3.33528e-35,9,1.77309e-35,-0.0955068,9
0,0.538462,0.846154,-6.08811e-36,-1.17634e-34,1.02563e-36,0.0270292,1.17796e-34
0.0769231,0.538462,0.846154,-0.00773168,-0.254673,0.00140955,0.02216,0.254794
0.153846,0.538462,0.846154,-0.0264073,-0.437479,0.000489144,0.0203793,0.438275
0.230769,0.538462,0.846154,-0.0530036,-0.598475,-0.000676623,0.0215973,0.600818
0.307692,0.538462,0.846154,-0.0861797,-0.762471,-0.00168279,0.0256417,0.767327
0.384615,0.538462,0.846154,-0.125029,-0.935687,-0.00258411,0.0329611,0.944007
0.461538,0.538462,0.846154,-0.167227,-1.10472,-0.00352985,0.0440117,1.11731
0.538462,0.538462,0.846154,-0.207556,-1.22864,-0.00471593,0.059129,1.24606
0.615385,0.538462,0.846154,-0.236422,-1.22411,-0.00640774,0.0780283,1.24675
0.692308,0.538462,0.846154,-0.239797,-0.943416,-0.00893798,0.0990951,0.973456
0.769231,0.538462,0.846154,-0.204282,-0.147012,-0.0126001,0.118175,0.251997
0.846154,0.538462,0.846154,-0.128816,1.52339,-0.016743,0.129286,1.52892
0.923077,0.538462,0.846154,-0.0419506,4.52056,-0.0174682,0.124462,4.52079
1,0.538462,0.846154,-9.05017e-36,9,-4.77143e-36,0.100501,9
0,0.615385,0.846154,-1.06247e-35,-1.0058e-34,2.07229e-36,0.0737327,1.01161e-34
0.0769231,0.615385,0.846154,-0.0218049,-0.227086,0.0036358,0.0610439,0.22816
0.153846,0.615385,0.846154,-0.0750576,-0.39313,0.000839181,0.0576357,0.400231
0.230769,0.615385,0.846154,-0.150824,-0.541202,-0.00257859,0.0621902,0.561831
0.307692,0.615385,0.846154,-0.246354,-0.693727,-0.00554716,0.0751424,0.736192
0.384615,0.615385,0.846154,-0.359633,-0.85789,-0.00820977,0.0979045,0.930258
0.461538,0.615385,0.846154,-0.485111,-1.02435,-0.0109669,0.132131,1.13346
0.538462,0.615385,0.846154,-0.609172,-1.15962,-0.0143809,0.179118,1.30997
0.615385,0.615385,0.846154,-0.705197,-1.19044,-0.0192828,0.238346,1.38377
0.692308,0.615385,0.846154,-0.731245,-0.976771,-0.026748,0.30551,1.22046
0.769231,0.615385,0.846154,-0.640875,-0.270864,-0.0377171,0.367856,0.696786
0.846154,0.615385,0.846154,-0.417911,1.32898,-0.0504604,0.405731,1.39405
0.923077,0.615385,0.846154,-0.141267,4.35289,-0.0532789,0.391626,4.3555
1,0.615385,0.846154,-5.39249e-35,9,-2.75039e-35,0.310708,9
0,0.692308,0.846154,-1.31404e-35,-7.41268e-35,2.20721e-36,0.109262,7.53148e-35
0.0769231,0.692308,0.846154,-0.0318799,-0.177103,0.00419704,0.0911539,0.179999
0.153846,0.692308,0.846154,-0.110332,-0.31225,-0.000490738,0.0870305,0.33117
0.230769,0.692308,0.846154,-0.223224,-0.435456,-0.00598785,0.0946778,0.489374
0.307692,0.692308,0.846154,-0.368238,-0.564677,-0.0108625,0.115486,0.674223
0.384615,0.692308,0.846154,-0.544401,-0.708348,-0.0153042,0.152232,0.893512
0.461538,0.692308,0.846154,-0.74677,-0.863764,-0.0198514,0.208457,1.14199
0.538462,0.692308,0.846154,-0.95977,-1.01086,-0.0253037,0.287797,1.39414
0.615385,0.692308,0.846154,-1.14793,-1.09734,-0.032972,0.391885,1.58839
0.692308,0.692308,0.846154,-1.24544,-1.00622,-0.0446089,0.516907,1.60174
0.769231,0.692308,0.846154,-1.15694,-0.488879,-0.0622895,0.646079,1.25754
0.846154,0.692308,0.846154,-0.809221,0.93284,-0.0844146,0.744373,1.2378
0.923077,0.692308,0.846154,-0.292538,3.97332,-0.0910209,0.732982,3.98512
1,0.692308,0.846154,-1.28522e-34,9,-5.0799e-35,0.564998,9
0,0.769231,0.846154,-1.26549e-35,-4.41471e-35,1.22826e-36,0.128269,4.59415e-35
0.0769231,0.769231,0.846154,-0.0352924,-0.114996,0.00246027,0.10859,0.120315
0.153846,0.769231,0.846154,-0.123532,-0.210241,-0.00402149,0.104859,0.24388
0.230769,0.769231,0.846154,-0.253392,-0.299167,-0.0113319,0.114755,0.392221
0.307692,0.769231,0.846154,-0.424707,-0.394044,-0.0180508,0.141192,0.579632
0.384615,0.769231,0.846154,-0.639419,-0.503634,-0.0243265,0.188768,0.814307
0.461538,0.769231,0.846154,-0.897524,-0.631399,-0.0306644,0.263618,1.0978
0.538462,0.769231,0.846154,-1.19064,-0.772208,-0.0378601,0.373393,1.41963
0.615385,0.769231,0.846154,-1.49025,-0.902226,-0.0474065,0.525891,1.74273
0.692308,0.769231,0.846154,-1.72728,-0.949484,-0.0616638,0.727044,1.97201
0.769231,0.769231,0.846154,-1.75855,-0.712835,-0.0846967,0.967862,1.89942
0.846154,0.769231,0.846154,-1.39675,0.326587,-0.114764,1.1647,1.439
0.923077,0.769231,0.846154,-0.55694,3.25485,-0.121577,1.23049,3.30439
1,0.769231,0.846154,-2.52855e-34,9,-7.34858e-35,0.970506,9
0,0.846154,0.846154,-8.34194e-36,-1.825e-35,-4.36637e-37,0.128778,2.00709e-35
0.0769231,0.846154,0.846154,-0.0297588,-0.0551986,-0.0011536,0.11257,0.06272
0.153846,0.846154,0.846154,-0.107681,-0.108479,-0.00891577,0.109815,0.153109
0.230769,0.846154,0.846154,-0.227292,-0.158631,-0.0175144,0.119937,0.277727
0.307692,0.846154,0.846154,-0.390378,-0.212537,-0.0257742,0.14826,0.445232
0.384615,0.846154,0.846154,-0.601456,-0.277135,-0.0337172,0.201271,0.663091
0.461538,0.846154,0.846154,-0.866941,-0.358022,-0.0416657,0.28778,0.938883
0.538462,0.846154,0.846154,-1.19177,-0.459292,-0.0501088,0.42029,1.2782
0.615385,0.846154,0.846154,-1.57105,-0.581495,-0.0603051,0.6171,1.6763
0.692308,0.846154,0.846154,-1.97495,-0.711361,-0.0744439,0.896002,2.10048
0.769231,0.846154,0.846154,-2.27848,-0.761592,-0.096677,1.28127,2.40434
0.846154,0.846154,0.846154,-2.20001,-0.318106,-0.125598,1.74724,2.22643
0.923077,0.846154,0.846154,-1.03262,2.14899,-0.131277,2.31741,2.38782
1,0.846154,0.846154,-4.28289e-34,9,-8.63206e-35,1.68348,9
0,0.923077,0.846154,-4.24811e-37,-2.89534e-36,-1.18866e-36,0.115235,3.15854e-36
0.0769231,0.923077,0.846154,-0.0148228,-0.0135329,-0.00405887,0.106949,0.0204776
0.153846,0.923077,0.846154,-0.0615772,-0.030937,-0.0113286,0.102636,0.0698368
0.230769,0.923077,0.846154,-0.139187,-0.0466895,-0.0193726,0.108868,0.148082
0.307692,0.923077,0.846154,-0.248485,-0.0635067,-0.0273554,0.133677,0.257927
0.384615,0.923077,0.846154,-0.393548,-0.0842477,-0.0352594,0.184341,0.404006
0.461538,0.923077,0.846154,-0.582709,-0.111742,-0.0432341,0.271084,0.594899
0.538462,0.923077,0.846154,-0.828185,-0.149348,-0.0514125,0.409771,0.843112
0.615385,0.923077,0.846154,-1.1466,-0.202755,-0.0601344,0.626425,1.16594
0.692308,0.923077,0.846154,-1.5649,-0.278615,-0.0684267,0.961423,1.59098
0.769231,0.923077,0.846154,-2.05263,-0.368534,-0.0793957,1.56559,2.08696
0.846154,0.923077,0.846154,-2.61574,-0.485873,-0.104718,2.41751,2.66255
0.923077,0.923077,0.846154,-2.11317,0.187075,-0.116188,3.78118,2.12461
1,0.923077,0.846154,-2.8152e-33,9,-8.15378e-35,2.87935,9
0,1,0.846154,4.3514e-37,-3.21601e-37,9.53254e-37,0.107343,1.09611e-36
0.0769231,1,0.846154,-4.42016e-36,-2.81033e-36,-2.10406e-36,0.099368,5.64472e-36
0.153846,1,0.846154,-2.57646e-35,-1.25106e-35,-6.29293e-36,0.0845389,2.93246e-35
0.230769,1,0.846154,-6.51297e-35,-2.05364e-35,-1.1214e-35,0.0814462,6.92053e-35
0.307692,1,0.846154,-1.23536e-34,-2.82812e-35,-1.63082e-35,0.0966289,1.27777e-34
0.384615,1,0.846154,-2.02607e-34,-3.78395e-35,-2.13693e-35,0.135565,2.07215e-34
0.461538,1,0.846154,-3.06693e-34,-5.07145e-35,-2.64133e-35,0.207379,3.11978e-34
0.538462,1,0.846154,-4.43148e-34,-6.88482e-35,-3.15067e-35,0.326496,4.4957e-34
0.615385,1,0.846154,-6.23747e-34,-9.83218e-35,-3.66205e-35,0.515811,6.32509e-34
0.692308,1,0.846154,-8.648e-34,-1.46196e-34,-4.22838e-35,0.830794,8.78089e-34
0.769231,1,0.846154,-1.18895e-33,-1.85682e-34,-4.78629e-35,1.37663,1.20431e-33
0.846154,1,0.846154,-1.67953e-33,-8.13703e-34,-5.71475e-35,2.19521,1.86713e-33
0.923077,1,0.846154,-1.69389e-33,-3.28339e-33,-5.81133e-35,6.09891,3.69504e-33
1,1,0.846154,3.0104e-33,9,1.13187e-35,14.4618,9
0,0,0.923077,5.23849e-37,-1.65217e-37,4.81205e-38,-0.108022,5.51389e-37
0.0769231,0,0.923077,6.00378e-36,-1.54966e-36,1.23597e-36,-0.10349,6.32253e-36
0.153846,0,0.923077,1.93474e-35,-4.52308e-36,2.98791e-36,-0.0972284,2.00925e-35
0.230769,0,0.923077,4.15056e-35,-5.87739e-36,4.67751e-36,-0.102217,4.21798e-35
0.307692,0,0.923077,7.27384e-35,-7.86612e-36,6.3482e-36,-0.125043,7.34374e-35
0.384615,0,0.923077,1.14853e-34,-1.12313e-35,8.15885e-36,-0.172501,1.15689e-34
0.461538,0,0.923077,1.71438e-34,-1.68569e-35,1.01871e-35,-0.254303,1.72565e-34
0.538462,0,0.923077,2.48652e-34,-2.72603e-35,1.26141e-35,-0.384048,2.50459e-34
0.615385,0,0.923077,3.54681e-34,-4.59893e-35,1.53822e-35,-0.588427,3.5798e-34
0.692308,0,0.923077,5.18604e-34,-7.52374e-35,2.43121e-35,-0.918976,5.24597e-34
0.769231,0,0.923077,7.56458e-34,-1.54965e-34,8.26697e-36,-1.44378,7.72212e-34
0.846154,0,0.923077,7.76326e-34,-7.03502e-34,7.2605e-35,-2.04099,1.05018e-33
0.923077,0,0.923077,-2.61105e-34,-2.9169e-34,-9.73876e-35,-8.0575,4.03414e-34
1,0,0.923077,-2.98409e-33,9,-5.32911e-34,-14.0346,9
0,0.0769231,0.923077,2.29343e-36,-4.96473e-36,1.56703e-38,-0.112546,5.46887e-36
0.0769231,0.0769231,0.923077,0.00868939,-0.00747702,0.00138001,-0.107719,0.0115462
0.153846,0.0769231,0.923077,0.0375238,-0.0168713,0.00500461,-0.105597,0.0414454
0.230769,0.0769231,0.923077,0.0876355,-0.0251857,0.00878352,-0.115061,0.0916049
0.307692,0.0769231,0.923077,0.15889,-0.0344383,0.0124436,-0.142554,0.163055
0.384615,0.0769231,0.923077,0.254667,-0.0466124,0.0161704,-0.195982,0.259403
0.461538,0.0769231,0.923077,0.381539,-0.0639398,0.0201541,-0.28569,0.387384
0.538462,0.0769231,0.923077,0.550176,-0.0896758,0.0245637,-0.427424,0.557977
0.615385,0.0769231,0.923077,0.775923,-0.129933,0.0294594,-0.648448,0.787278
0.692308,0.0769231,0.923077,1.08347,-0.194621,0.0356596,-0.990414,1.10139
0.769231,0.0769231,0.923077,1.51982,-0.301948,0.0465932,-1.53677,1.55023
0.846154,0.0769231,0.923077,2.01446,-0.421572,0.0572175,-2.6888,2.0589
0.923077,0.0769231,0.923077,1.76414,0.100587,0.0723468,-4.39002,1.76849
1,0.0769231,0.923077,1.76009e-33,9,9.2928e-35,-4.15452,9
0,0.153846,0.923077,4.90882e-36,-1.54753e-35,-1.01137e-36,-0.119138,1.62667e-35
0.0769231,0.153846,0.923077,0.0170455,-0.0319722,-0.000521389,-0.110893,0.0362359
0.153846,0.153846,0.923077,0.0637175,-0.061426,0.00324156,-0.109672,0.088564
0.230769,0.153846,0.923077,0.13783,-0.0890491,0.00693694,-0.121,0.164241
0.307692,0.153846,0.923077,0.239996,-0.119746,0.0103197,-0.150286,0.26841
0.384615,0.153846,0.923077,0.373761,-0.158484,0.0135725,-0.204496,0.4062
0.461538,0.153846,0.923077,0.544543,-0.210044,0.0168897,-0.292648,0.583893
0.538462,0.153846,0.923077,0.758157,-0.279661,0.0205058,-0.427862,0.808352
0.615385,0.153846,0.923077,1.01697,-0.373002,0.0248894,-0.628774,1.08351
0.692308,0.153846,0.923077,1.31022,-0.490922,0.0313649,-0.922293,1.39952
0.769231,0.153846,0.923077,1.56878,-0.596453,0.0402446,-1.35869,1.67882
0.846154,0.153846,0.923077,1.54357,-0.429862,0.0534613,-1.91717,1.6032
